data,candidato,evento,categoria,descricao,url
2026-08-31,todos,Divulgação das duas primeiras pesquisas pós-onda,pesquisa,"AtlasIntel/Bloomberg com Cury em 7,8% e BTG/Nexus com Cury em 11%, primeiro nome fora da polarização a alcançar dois dígitos. Detalhes em pesquisas-registradas.csv.",
2026-09-01,Augusto Cury,Flávio Bolsonaro minimiza Cury e campanha evita ataque direto,declaração,"No Senado, Flávio não ataca e chama à união contra o governo. Brasil em Folhas: campanha de Flávio monitora Cury, evita ataques 'para não conferir protagonismo', trata como 'maior dos nanicos' e investiga contas artificiais e 'vínculos políticos do Avante para contestar imagem de independência'. Este último ponto é uma tentativa explícita de reclassificação.",https://www.infomoney.com.br/politica/flavio-bolsonaro-minimiza-crescimento-de-augusto-cury-nas-pesquisas/
2026-09-01,Augusto Cury,TikTok recomenda a criadores o tópico Augusto Cury,contexto,Agência Lupa: o TikTok incluiu o crescimento de buscas por Cury entre os 10 principais tópicos de inspiração para criadores entre 31/8 e 1/9; conteúdos com mais de 75 milhões de visualizações até a manhã de 1/9. TSE não se manifesta sobre casos concretos; TikTok não respondeu. Lupa levanta possível violação da isonomia eleitoral.,https://www.agencialupa.org/eleicoes/2026/09/01/tiktok-estimula-criadores-a-produzir-videos-sobre-augusto-cury/
2026-09-01,Augusto Cury,Cury em Cachoeirinha: 'não sou a terceira via',declaração,"'Quero que Flávio Bolsonaro e Lula venham comigo, porque existe uma via só, que é a via da pacificação.' Defende manter investimentos sociais e respeitar o ajuste fiscal; menos carga tributária e juros, indústria nacional, IA. 'Ninguém comprou influenciador. É uma febre.' Lançamento da campanha de Teté (Avante, federal 7070) ao lado dele.",https://www.oreporter.net/cury-surpreende-nas-pesquisas-e-em-cachoeirinha-ao-lado-de-tete-faz-convite-a-lula-e-flavio/
2026-09-01,Augusto Cury,"Inauguração da primeira Casa Cury, em BH",cenário,"Primeiro sinal de estrutura física da campanha (junto com o comitê de Gravataí, 31/8); campanha quer replicar em outros pontos do país. Sem cobertura do evento até o fechamento desta atualização. Nada noticiado sobre economistas, financiadores ou partidos maiores entre 30/8 e 1/9.",https://www.metropoles.com/minas-gerais/apos-surpreender-em-pesquisas-augusto-cury-tem-evento-em-bh-nesta-terca
2026-09-01,Flávio Bolsonaro,Minimiza crescimento de Cury e prega união contra Lula,declaração,"Ao chegar ao Senado, minimiza a alta de Cury (2% para 11% na BTG/Nexus), sem citação direta contra ele: 'Tem que estar todo mundo contra o maior problema que o Brasil tem hoje, que é um governo louco, corrupto, incompetente'. Discurso de união dos adversários de Lula mirando o 2º turno.",https://www.infomoney.com.br/politica/flavio-bolsonaro-minimiza-crescimento-de-augusto-cury-nas-pesquisas/
2026-09-01,Lula,Real Time Big Data: lidera com 38%,pesquisa,"Coleta 27 a 31/8, 2 mil entrevistas. Com Marçal: Lula 38%, Flávio 29%, Cury 10%, Renan 6%, Caiado 4%, Marçal 3%, Zema 2%. Sem Marçal: Flávio 30%, Cury 11%, Renan 7%. 2º turno Lula 44% x Flávio 44%.",https://www.cartacapital.com.br/politica/pesquisa-real-time-big-data-lula-lidera-disputa-pela-presidencia-em-primeiro-turno/
2026-09-01,Lula,Campanhas rivais estudam acionar o TSE contra engajamento de Cury,contexto,Metrópoles: campanhas rivais (não nomeadas) 'estudam acionar o TSE para apurar o engajamento do escritor em seus perfis'. AtlasIntel: Cury cresce mais entre eleitores de Bolsonaro 2022 (10%) que de Lula (4%). Não localizei declaração direta de Lula sobre Cury.,https://www.metropoles.com/brasil/augusto-cury-pesquisas-folego
2026-09-01,Renan Santos,Defesa aposta no plenário do TSE em vez de recorrer,justiça eleitoral,"Reportagem diz que a defesa optou por não recorrer diretamente e aposta na revisão pelo plenário; Toffoli deu 24h para esclarecer datas de criação e uso dos perfis. Contradiz a promessa de mandado de segurança de 31/8; um ministro do TSE teria dito reservadamente que o caso deveria ser AIJE, não registro (DGABC).",https://www.rdliberdade.com.br/renan-santos-aposta-no-plenario-do-tribunal-superio-eleitoral-para-derrubar-restricoes-impostas-por-toffoli/
2026-09-01,Renan Santos,YouTube e Instagram tiram contas de Renan do ar no Brasil,justiça eleitoral,"Cumprimento da decisão do TSE; o TikTok tinha cerca de 1,1 milhão de seguidores antes da retirada (Gazeta do Povo, 1/9/2026).",https://www.gazetadopovo.com.br/eleicoes/2026/youtube-e-instagram-tiram-contas-de-renan-santos-do-ar-no-brasil/
2026-09-01,Renan Santos,Toffoli revoga a suspensão e restabelece a campanha,justiça eleitoral,"Um dia após suspender a propaganda digital, os repasses do FEFC e a ida a debates, Toffoli revoga a decisão: libera propaganda na internet (sites, blogs, redes sociais e aplicativos de mensagens), participação em debates de rádio, TV e podcasts, e os repasses do Fundo Especial de Financiamento de Campanha, além de determinar que as plataformas restabeleçam as contas. Mantém a restrição dos perfis nos sistemas de recomendação. Reverte, em menos de 48 horas, o episódio que o candidato tratou como cassação branca.",https://www.jornalopcao.com.br/ultimas-noticias/toffoli-recua-e-libera-campanha-de-renan-santos-debates-e-recursos-do-fundo-eleitoral-863968/
2026-09-01,todos,Real Time Big Data confirma Cury em dois dígitos,pesquisa,"Cury 10% com Marçal e 11% sem Marçal, rejeição 28% (a menor entre os sete). Cresce entre mulheres (2% para 15%) e 60 anos ou mais (1% para 13%), o que contradiz o 0,3% da AtlasIntel nessa faixa. Detalhes em pesquisas-registradas.csv.",https://www.poder360.com.br/poder-eleicoes-2026/pesquisa-real-time-big-data-confirma-crescimento-de-augusto-cury/
2026-09-14,todos,"Debate do consórcio Momento da Decisão (CNN, SBT, RedeTV!, Metrópoles e outros)",debate,"Agendado, 22h. Esperados Lula, Flávio, Caiado, Zema, Renan e Cury (Terra, 24/8); a suspensão de Renan pelo TSE pode alterar a lista. Debates seguintes: Record em 27/9 e Globo em 1/10.","https://www.terra.com.br/noticias/brasil/quando-sera-o-proximo-debate-presidencial-da-eleicao-2026,de5b65543d422848da96bd4fc39cea37rhpy3z26.html"
2026-09-14,todos,Prazo final para julgamento dos pedidos de registro,calendário,"Jornal Opção (17/8/2026): 'A Justiça Eleitoral terá até 14 de setembro para julgar os registros', 20 dias antes do 1º turno. No mesmo dia o TSE faz a assinatura digital e lacração dos sistemas (calendário TSE).",https://www.jornalopcao.com.br/ultimas-noticias/justica-eleitoral-tem-ate-14-de-setembro-para-julgar-registros-de-candidaturas-entenda-o-processo-858499/
2026-09-19,todos,Início da proibição de prisão de candidatos,calendário,"Calendário TSE: a partir de 19/9 candidatos não podem ser presos, salvo flagrante; eleitores protegidos de 29/9 a 6/10.",https://www.tse.jus.br/comunicacao/noticias/2026/Marco/eleicoes-2026-confira-as-principais-datas-do-calendario-eleitoral
2026-09-27,todos,"Debate da Record (1º turno), agendado",debate,"Domingo, 21h, após o Domingo Espetacular; transmissão em R7 e RecordPlay (InfoMoney, 12/8/2026).",https://www.infomoney.com.br/politica/quando-serao-os-debates-presidenciais-de-2026-veja-o-calendario-completo/
2026-10-01,todos,Fim do horário eleitoral gratuito do 1º turno,calendário,Último dia da propaganda em rádio e TV antes do 1º turno; mesma noite do debate da Globo.,https://www.tse.jus.br/comunicacao/noticias/2026/Marco/eleicoes-2026-confira-as-principais-datas-do-calendario-eleitoral
2026-10-01,todos,"Debate da TV Globo (1º turno), agendado",debate,"Quinta-feira, após o Jornal Nacional e a novela das 21h; g1 e GloboNews; último confronto previsto antes do 1º turno (InfoMoney, 12/8/2026).",https://www.infomoney.com.br/politica/quando-serao-os-debates-presidenciais-de-2026-veja-o-calendario-completo/
2026-10-04,todos,1º turno das eleições,calendário,Votação das 8h às 17h (calendário TSE).,https://www.tse.jus.br/comunicacao/noticias/2026/Marco/eleicoes-2026-confira-as-principais-datas-do-calendario-eleitoral
2026-10-07,todos,"Debates de 2º turno previstos (Band, consórcio, Record)",debate,Congresso em Foco (10/8/2026): Band entre 7 e 18/10 (data a definir); consórcio Momento da Decisão em 12 ou 19/10 às 22h; Record em 18/10 às 21h. A data 7/10 é o início da janela informada pela Band.,https://www.congressoemfoco.com.br/noticia/121129/eleicoes-2026-veja-calendario-de-debates-de-presidente-e-governadores
2026-10-25,todos,2º turno (eventual),calendário,Data do eventual segundo turno para presidente e governadores (calendário TSE).,https://www.tse.jus.br/comunicacao/noticias/2026/Marco/eleicoes-2026-confira-as-principais-datas-do-calendario-eleitoral
2026-12-18,todos,Diplomação dos eleitos,calendário,Calendário TSE: diplomação em 18 de dezembro de 2026 (a notícia do TSE de 14/8 também cita 18/12 como marco final de prazos de dados pessoais).,https://www.tse.jus.br/comunicacao/noticias/2026/Marco/eleicoes-2026-confira-as-principais-datas-do-calendario-eleitoral
2027-01-05,todos,Posse do presidente e do vice,calendário,Calendário TSE: posse em 5 de janeiro de 2027 (governadores em 6/1).,https://www.tse.jus.br/comunicacao/noticias/2026/Marco/eleicoes-2026-confira-as-principais-datas-do-calendario-eleitoral
